"CODI","NOM","CARRER","NUMERO_CARRER","X_ETRS89","Y_ETRS89","LATITUD","LONGITUD"
"05-107","Pg de Sarrià / Rda General Mitre","C BUIGAS","1","427272.686826171","4582739.887613593","41.392905576","2.130061630"
"05-108","davant escola","PL MINA GROTT","12","424637.514654125","4585627.682108687","41.418671843","2.098184736"
"05-109","Roman Macaya","C ROMAN MACAYA","26","427920.585529590","4585068.246224194","41.413934460","2.137533462"
"05-110","placeta","C DALMACIA","1-3","426444.681489369","4583522.905113072","41.399882563","2.120063322"
"05-112","","AV ROSSINYOLS","23","424745.022170695","4586597.942830365","41.427420534","2.099350312"
"05-115","Horaci / Maó","PL MARE DE DEU DE LA PAU","10-11","427443.096746648","4584010.688255525","41.404366533","2.131947498"
"05-117","Parc de la Font del Racó","PARC FONT DEL RACÓ","2","427355.166108469","4585259.950821358","41.415610146","2.130745658"
"05-118","Jardins de la Vil·la Cecília","C RIU DE L'OR","19-31","426578.606158914","4582793.732978282","41.393327474","2.121753686"
"05-120","Av Diagonal","PL JOAN LLONGUERAS","6","428109.987672236","4582680.641151572","41.392447246","2.140083070"
"05-121","Cornet i Mas","C CANET","15","426686.520714209","4583371.413040612","41.398540229","2.122974445"
"05-122","zona de gronxadors","PARC CASTELL DE L'ORENETA","SN","425738.240187934","4583496.200450648","41.399577111","2.111616464"
"05-125","Plta Roser","PLTA ROSER","9","426538.561299459","4583478.704330860","41.399493049","2.121191635"
"05-126","Jardí Tres Torres","C GANDUXER","90-88","427631.932404052","4583400.775889049","41.398890330","2.134279344"
"05-127","Jardí Tres Torres","JARD TRES TORRES","249","427639.522077192","4583356.215763325","41.398489678","2.134375453"
"05-128","Solé i Pla, 5","PG SOLE I PLA","4-8","423923.001369259","4586661.789192006","41.427918131","2.089505539"
"05-129","Clos de Sant Francesc","C SETANTI","4-2","426559.720386247","4583354.163979509","41.398373303","2.121459836"
"05-130","","C GESPA","26","423929.218578402","4586292.128559326","41.424589397","2.089626447"
"05-132","al parc","C REIS CATOLICS","13-19","425050.542129698","4585209.228300498","41.414941679","2.103178440"
"05-133","Folgueroles","PL ROSA SABATER","46","427896.320045450","4584352.085323667","41.407482129","2.137328484"
"05-137","centre plaça","PL JOAQUIM PENA","14","427142.399860178","4583165.869256511","41.396730420","2.128452105"
"05-138","Eduardo Conde","C EDUARD CONDE","6-2","426692.554559135","4582559.791752571","41.391230861","2.123144868"
"05-139","Balmes","PL JOAQUIM FOLGUERA","3-5","428035.458542352","4584126.013921076","41.405458467","2.139019882"
"05-141","","TORR FONT DEL MONT","2","425737.492384810","4585101.652903388","41.414036574","2.111410522"
"05-143","passeig central al davant pça Joan Llongueras","AV DIAGONAL","620","428146.817323015","4582627.180789626","41.391969041","2.140529905"
"05-144","Parc del castell de l'Oreneta","CAMI MARE DE DEU DE LORDA","1-17","425519.779884587","4583501.032121354","41.399600422","2.109002761"
"05-145","Parc del castell de l'Oreneta","PTGE BLADA (CAN CARALLEU)","14.B","425459.250786272","4583632.172782846","41.400775933","2.108262597"
"05-146","Jardins Vil·la Amèlia (zona jocs infantils)","C FRANCESC CARBONELL","16-14","426745.185378502","4582656.941500941","41.392110642","2.123762582"
"05-147","Jardins Vil·la Amèlia (costat bar)","JARD VIL·LA AMELIA","7","426690.015186396","4582642.911899303","41.391979257","2.123104436"
"05-150","","AV PAU CASALS","12","428370.718955220","4582796.429344554","41.393513369","2.143187794"
"05-151","Parc del Poeta Eduard Marquina (Turó Parc)","PARC POETA EDUARD MARQUINA","4","428228.489445854","4582889.940569576","41.394342908","2.141475579"
"05-152","Parc del Poeta Eduard Marquina (Turó Parc)","C FERRAN AGULLO","8","428199.940129910","4582985.770933094","41.395203466","2.141122750"
"05-153","Parc del Poeta Eduard Marquina (Turó Parc)","C FRANCESC PEREZ-CABRERO","3","428150.349147250","4582866.551128466","41.394125271","2.140543748"
"05-154","interiors","JARD CAMP DE SARRIÀ","26-24","427531.217467583","4582771.605694726","41.393214585","2.133149946"
"05-155","Jardins de Can Senillosa","JARD CAN SENILLOSA","6","426767.137587464","4582943.311772396","41.394691854","2.123990505"
"05-156","Jardins d'Enric Sagnier","C BRUSI","51-61","428467.476138499","4583721.800018159","41.401856432","2.144235732"
"05-157","","PL BORRAS","4","426214.984598027","4583979.097558177","41.403970232","2.117260184"
"05-158","","C MUNTANER","540-548","427735.618030617","4584119.876194492","41.405376290","2.135433729"
"05-159","Parc de Monterols (entrada parc)","PARC MONTEROLS","1","428127.186158239","4583793.722717732","41.402473863","2.140156644"
"05-160","Parc de Monterols","PARC MONTEROLS","55-59","428175.105597857","4583710.242225990","41.401726271","2.140739767"
"05-161","Parc de Monterols","PARC MONTEROLS","55-59","428194.735668403","4583715.522084605","41.401775577","2.140973955"
"05-162","","PL CALVO","66-70","427405.052109379","4584723.849628547","41.410786230","2.131406844"
"05-163","Jardins Marià Manent","JARD MARIA MANENT","11","428179.472748661","4584649.783619174","41.410188722","2.140680515"
"05-164","","C DOMINGUEZ I MIRALLES","22-20","426322.228944504","4583212.925571429","41.397079507","2.118636318"
"05-165","Jardins de Can Sentmenat","C DESERT","2","426012.333614640","4583891.168967125","41.403159676","2.114846759"
"05-166","Jardins de Moragas","JARD MORAGAS","3","428578.763621816","4583368.098633011","41.398680677","2.145608681"
"05-167","Jardins Mercè Rodoreda","JARD MERCÈ RODOREDA","79-81","428453.523989742","4584757.061694908","41.411179372","2.143946452"
"05-168","","C SAGRAT COR","21-23","426363.561976657","4583603.645853960","41.400602333","2.119083185"
"05-169","","RIER MONGES","16","426179.213711041","4583869.677663638","41.402981454","2.116845626"
"05-170","Jardins de Can Castelló","JARD CAN CASTELLO","49","428111.713287548","4583419.222265446","41.399099506","2.140016027"
"05-171","Tibidabo","CAMI SANT CUGAT","96","426276.083456571","4586452.430940483","41.426251958","2.117689651"
"05-172","Sant Magí","C SANT MAGI","230","428806.209960626","4584155.478098315","41.405792467","2.148236664"
"05-173","","PL SARRIA","9","426580.061563046","4583504.914054955","41.399732899","2.121684862"
"05-174","Jardins de la Tamarita (costat caseta jardiners)","JARD LA TAMARITA","9","427785.212531578","4584701.706700001","41.410621045","2.135957580"
"05-175","Jardins de la Tamarita (camí costat Besòs)","JARD LA TAMARITA","10.I","427714.722244242","4584678.317201321","41.410404049","2.135117058"
"05-176","Madrazo","C MADRAZO","147.B","428398.801262930","4583094.379585488","41.396199392","2.143488443"
"05-177","Gleva","C LA GLEVA","19-21","428608.387578564","4583882.509189830","41.403316401","2.145902363"
"05-178","Jardins del Turó del Putget","C MANACOR","14","428367.560900830","4584368.461760678","41.407671757","2.142964014"
"05-179","Jardins del Turó del Putget (jocs infantils)","C MANACOR","7-17","428331.990595795","4584335.601981653","41.407372632","2.142542376"
"05-180","Jardins de Josep Amat","JARD JOSEP AMAT","203","428342.358846977","4584103.511550519","41.405283212","2.142693891"
"05-181","Darrera del centre Cívic","C BISBE SIVILLA","5","427777.058395513","4584159.415939080","41.405736132","2.135924747"
"05-182","Carrer de Josep Garí","C JOSEP GARI","7","427736.896793917","4585272.107933649","41.415754057","2.135311422"
"05-183","","C GANDUXER","29","427940.438471135","4582820.312655146","41.393690039","2.138038598"
"05-184","","C FRANCESC CARBONELL","45","427087.547286145","4582838.219173016","41.393774443","2.127835463"
"05-185","","C ALFONS XII","39-41","428869.874486712","4583422.646500589","41.399197773","2.149084377"
"06-001","Llibertat","C TORRENT DE L'OLLA","26","429835.525869637","4583408.359130562","41.399153935","2.160636732"
"06-002","Domenech","C DOMENECH","10","429700.825556741","4583394.550134551","41.399017797","2.159027109"
"06-003","Corsega","C CORSEGA","373-377","430014.376179402","4583412.807776430","41.399209590","2.162775548"
"06-004","Monistrol","C BAILEN","203","430103.638661820","4583721.067564851","41.401993742","2.163807678"
"06-005","Puigmartí","C TORRENT DE L'OLLA","98","429651.987385356","4583644.910886351","41.401268435","2.158413838"
"06-006","Torrijos","C TORRIJOS","8","429766.168575621","4583778.220219658","41.402479086","2.159764201"
"06-007","Pg Sant Joan","TVRA DE GRÀCIA","230","429999.670398613","4583970.468733969","41.404230964","2.162535159"
"06-008","Sant Antoni Maria Claret","C ROGER DE FLOR","318","430221.190986381","4584002.777097010","41.404541211","2.165181376"
"06-009","Córsega","C SARDENYA","351","430678.572337265","4584087.333761461","41.405342354","2.170643151"
"06-010","Grassot","C CORSEGA","471-477","430451.530105594","4583840.165105905","41.403096581","2.167955508"
"06-011","Pça Raspall (3 grifos)","PL RASPALL","26","429856.397618875","4583634.119314435","41.401189098","2.160860234"
"06-012","Gran de Gràcia / Bonavista","PG GRACIA","126","429631.224317423","4583245.700437931","41.397671074","2.158211872"
"06-013","-","PL GAL·LA PLACIDIA","22","429185.755248132","4583458.574151343","41.399549241","2.152858597"
"06-015","Magdalena / Pça Trilla","PL TRILLA","6-5","429133.228583813","4583907.905233545","41.403591568","2.152177693"
"06-017","Sant Lluis","C SANT LLUIS","16","429692.590224286","4584009.901130821","41.404559320","2.158857134"
"06-019","Encarnació","C PI I MARGALL","41-45","430094.914032993","4584428.798702466","41.408367264","2.163621573"
"06-020","Sant Lluis","C ESCORIAL","15","429962.092195813","4584214.319389115","41.406423965","2.162057412"
"06-021","Pare Lainez","C PARE LAINEZ","41","430295.453538584","4584323.107018129","41.407432752","2.166032854"
"06-022","Torrent de les Flors","C ENCARNACIO","41","429783.471864382","4584207.030737628","41.406342737","2.159921441"
"06-026","Sargelet / Valldoreix","PTGE NAPOLEO","14","428975.773320546","4584562.687424407","41.409475040","2.150217317"
"06-027","Rambla Mercedes","RBLA MERCEDES","13-15","429287.566147893","4584870.835516486","41.412277900","2.153911419"
"06-028","Av Santuari","RBLA MERCEDES","5","429210.225694312","4584826.966039062","41.411875977","2.152991254"
"06-029","Ballester / Agramunt","AV VALLCARCA","53.B","428747.883139136","4584585.249193582","41.409658076","2.147488315"
"06-031","Baró de la Barre","C MORELL","2","428304.658829744","4585424.623854350","41.417178557","2.142086360"
"06-033","Sota antiga Casita Blanca","C BALLESTER","81","428802.272460146","4584484.908627558","41.408759168","2.148150805"
"06-034","Parc Creueta del Coll","PARC CREUETA DEL COLL","38.B","428726.230322337","4585535.450821960","41.418214232","2.147117330"
"06-035","Parc Creueta del Coll","C CASTELLTERÇOL","30-24","428649.369478863","4585439.731253830","41.417345305","2.146208980"
"06-036","Parc Creueta del Coll","PARC CREUETA DEL COLL","38.B","428664.560430342","4585562.361334599","41.418451131","2.146376275"
"06-037","Parc Creueta del Coll","PARC CREUETA DEL COLL","37-47","428640.800638371","4585594.721567316","41.418740477","2.146088170"
"06-039","Gutenberg","C GUTENBERG","13-17","427948.179806120","4585626.776892250","41.418967376","2.137797078"
"06-040","Golgota (pistes petanca)","PG VALL D'HEBRON","59-63","428068.420183076","4585651.916016912","41.419204567","2.139232780"
"06-041","a la dreta de l'escalinata principal","C MERCEDES","19","429336.407157910","4584993.625330036","41.413388116","2.154481409"
"06-042","Av Santuari","RDA MIG","63","429382.774118456","4584584.744359245","41.409709559","2.155083871"
"06-043","Parc darrer Delfos","C ESTEVE TERRADES","14-8","428261.605489953","4584993.423513966","41.413291077","2.141622369"
"06-044","Av Hospital Militar","C ARGENTERA","28","428564.494621672","4584817.510941413","41.411733685","2.145266937"
"06-048","Farigola / Remei","C FARIGOLA","65","428780.937511908","4585153.279800766","41.414777026","2.147816897"
"06-049","Balears","C BALEARS","12","428682.457147641","4585125.480508721","41.414517916","2.146641917"
"06-050","Industria","C INDUSTRIA","35-37","430322.850427291","4583908.626183765","41.403702045","2.166408322"
"06-051","Torrijos","C PUIGMARTI","32","429766.098122563","4583718.670129875","41.401942734","2.159770268"
"06-052","Gran de Gràcia","RBLA PRAT","7","429146.576972541","4583693.314806188","41.401660010","2.152362488"
"06-053","Rabassa","C RABASSA","23","429638.292671718","4584342.642047914","41.407551443","2.158168914"
"06-055","Indústria","C NAPOLS","57-59","430416.771289089","4584002.795615313","41.404558330","2.167521017"
"06-056","Sicília","C ROSSELLO","393-395","430675.320692796","4583871.843459714","41.403401226","2.170628934"
"06-058","","Abdó Terradas","4-12","430005.736509926","4583458.017910803","41.399616029","2.162666977"
"06-059","Pça Sol","PL SOL","20-19","429483.637440197","4583686.312230358","41.401626574","2.156395224"
"06-075","Luis Antunez","PLTA SANT MIQUEL","56","429413.664667363","4583335.892230507","41.398464330","2.155599065"
"06-076","Breton de los Herreros","C GRAN DE GRACIA","177-181","429119.008480066","4583897.155325465","41.403493494","2.152008846"
"06-077","PL. GAL.LA PLACIDIA","PL GAL·LA PLACIDIA","1-7","429206.924645267","4583374.983863153","41.398798239","2.153121591"
"06-078","","PL VIRREINA","6-5","429550.350328155","4584052.452277899","41.404930110","2.157150631"
"06-079","","PL NORD","10-8","429415.701950396","4584293.073667252","41.407085485","2.155511823"
"06-080","C. ESCORIAL","C ESCORIAL","168","429665.095138856","4584661.442325906","41.410425103","2.158452501"
"06-081","SANLLEHY,PL.","PL SANLLEHY","20","429899.788309640","4585030.371095982","41.413768409","2.161217539"
"06-082","Parc Güell (entrada principal)","PARC GÜELL","20.K","428970.618678518","4585268.118532680","41.415828119","2.150072834"
"06-084","","PL VILA DE GRÀCIA","18","429584.416363677","4583524.291217436","41.400176142","2.157619587"
"06-085","Sant Cristofol / Benet Mercader","PL LLIBERTAT","27","429257.515459149","4583471.743625268","41.399674171","2.153715426"
"06-086","Davant del mercat","PL LLIBERTAT","11","429219.795724792","4583514.343977062","41.400054536","2.153259256"
"06-087","Av Vallcarca","C GOMIS","79-81","428485.394539093","4584822.781551690","41.411774120","2.144319974"
"06-088","Parc Creueta del Coll","PARC CREUETA DEL COLL","37-47","428720.730871729","4585609.180981910","41.418877801","2.147042840"
"06-090","Jardins del Doctor Comas i Llaberia","C BARO DE LA BARRE","50","428302.258285673","4585353.213758255","41.416535183","2.142066102"
"06-095","","C MONTMANY","8","429859.829785273","4583918.229719094","41.403748277","2.160868370"
"06-096","John Lennon","PL JOHN LENNON","30","429920.559251159","4583835.689131830","41.403010160","2.161604396"
"06-098","Pça Alfonso Comin (centre plaça)","PL ALFONSO COMIN","1-15","427862.526999029","4585273.416979013","41.415777134","2.136814373"
"06-100","Jardins Menendez Pelayo (petancas)","JARD MENENDEZ Y PELAYO","54","429206.034003910","4584605.645736383","41.409882262","2.152966999"
"06-101","","C GOMIS","23","428218.874625904","4584888.553680698","41.412342743","2.141123575"
"06-102","","TVRA DE GRÀCIA","131","429465.016253660","4583534.072140906","41.400253770","2.156190215"
"06-104","","C PAU FERRAN","31","429131.719818884","4585385.847494909","41.416902680","2.151986551"
"06-109","","BXDA SANT MARIA","14-18","428880.550275172","4585497.599586375","41.417886995","2.148968222"
